EFECTIVO,CXC,INVENTARIO,EQ_OFICINA,EQ_TRANSPORTE,TERRENOS_Y_CONSTRUCCIONES,CXP,CONTRIBUCIONES_X_PAGAR,ANTICIPOS_CTE,CAP_SOCIAL,UTILIDADES_ACUMULADAS,UTILIDAD_O_PERDIDA,TOTAL_VENTAS,TOTAL_COMPRAS,UTILIDAD_BRUTA,TOTAL_GASTOS,OBJETIVO
4158253.141,47310186.72,9299909.326,17763291.89,1328520.016,-4730201.16,72153424.92,2105354.346,14905526.47,6157662.499,18056642.48,-3464085.108,,102673333.8,28925746.01,,Aceptado
,30976858.42,4153654.43,1176264.753,,-7071654.605,18251324.84,1064641.23,1669701.852,12982108.77,4824878.305,-592813.5177,37932734.56,65359992.18,24039747.59,31461425.21,Aceptado
170159.5121,647033.3427,3798326.548,35506.22211,879058.3705,3610034.669,1791229.81,,1448479.613,2828206.731,-3896912.561,,20245933.94,41088880.41,2451845.759,2837481.864,Aceptado
1674392.479,49038337.29,17900185.75,5475160.207,2424583.731,,64291805.02,659383.8508,5778212.129,3133232.323,13592928.24,-3582315.241,199273758.4,675639571.5,60509156.44,37374379.63,Aceptado
,22290266.57,37228856.5,589083.1137,264710.8966,8494820.22,65689042.77,402455.5906,4413531.221,4670017.13,,-6082852.328,74695467.65,70634552.48,21181194.38,18980296.08,Aceptado
,1774944.701,24369795.2,41609.05184,798225.7293,,,57924.33524,300962.6829,2465654.118,-6565714.589,-2506221.196,53992471.25,39199348.03,5711330.307,12638437.61,Aceptado
384266.8314,2389005.144,10600473.04,33096.43699,26495.08145,5550149.267,10275458.76,196303.8919,2413779.612,7034123.808,-469722.9421,-3781575.455,20825347.82,6468183.209,,3849831.375,Aceptado
351561.5458,9851139.912,527753.7576,5644058.491,533137.1547,,16895089.94,,1301211.025,,,-1742563,5325381.648,59958004.55,,14956490.02,Aceptado
836146.3576,3789513.656,3244631.546,479908.5681,322060.5637,711324.599,3769996.756,869165.7807,439382.1843,5515264.105,-527771.1431,-509679.3885,,25093238.3,10167976.59,16356770.76,Aceptado
4457137.081,31872534.44,2394616.935,812234.0803,,-12870178.91,16467627.13,579072.6971,1653511.33,2374901.154,22220015.02,542912.0438,254533065.2,25617935.29,26973690.22,24567618.32,Aceptado
1086442.415,3342552.449,610570.0833,966187.5788,3438708.814,-7080466.389,4276913.209,104714.6126,1210021.353,,4131356.896,-1114791.194,78806144.76,99053974.56,5554989.937,8132781.018,Aceptado
34253.15666,10706315.69,3712396.974,1258942.132,95294.17309,,22234329.87,63375.67525,,114.900159,17944278.88,,,,439367.4888,734081.3995,Aceptado
,18676616.59,8312063.081,,640972.8828,-304597.4262,23163137.78,424826.4664,1469917.623,7594223.137,2438928.834,-1349571.527,57878782.59,61537610.35,13816007.89,26678445.96,Aceptado
107084.7273,4073070.123,,127640.8486,469176.6267,3048790.226,3568398.387,131087.9697,819279.6693,1279355.077,1652680.339,-2502888.264,,,4387107.533,4729614.027,Aceptado
24477.31499,921541.3867,3564762.532,,373177.6403,8689508.508,,102415.4713,16785.07811,1405194.563,-12399925.59,-111732.6884,,6641696.941,10297780.35,11777866.77,Aceptado
3197850.651,,4836551.503,1425555.972,1389187.112,-7724474.857,,,6178531.445,5113504.143,13769713.92,-3101450.419,,,8520437.148,12142658.1,Sospechoso
1079682.368,45587836.27,62235924.72,3428527.933,1791967.246,7685373.073,79624244.67,,1299034.638,1675967.582,10432249.72,-3377685.111,307322235,289045314.7,53631064.25,53950963.33,Aceptado
2350847.473,,924617.8737,,,,28531948,295310.0616,2002289.276,4843223.699,,-3635743.675,27329212.87,101726465,8236720.252,,Sospechoso
22383585.75,,6619662.695,28944835.09,4083973.926,-13519908.37,41098898.25,,3667509.885,2098830.977,23766310.33,378577.0791,336357925.6,348225317.3,67621294.96,55361807.93,Aceptado
2423773.799,21663797.09,3367659.731,,3630159.868,,11898325.3,332701.4637,1300285.006,3966028.289,,,195826809.5,,17580577.67,23406516.36,Aceptado
,9130215.93,9499040.71,462818.2606,697628.1759,-6462011.006,10882721.66,810617.1519,2134090.311,,6227493.243,-1372274.287,73058341.03,73809490.87,11494918.14,19430489.27,Aceptado
8725571.572,,33476292.75,,3270794.763,-4214868.907,59303197.28,496410.0516,7618608.658,5863360.677,15986854.41,-742127.1637,421452162.7,252690561.6,53531770.6,39777519.23,Aceptado
3001333.757,,33958291.04,4221210.079,1248350.978,4480175.321,53990533.79,638530.1348,,6271632.999,7254749.898,-5778533.294,127125214.4,253914442.2,12364824.31,23496810.2,Aceptado
518027.5455,24947944.4,4961528.142,,1077616.965,3092400.806,,,,2499659.891,6914000.057,,99189082.92,,,,Aceptado
4623135.868,,1265.840455,18887845.82,1372203.915,,5412848.787,64527.05515,596885.4767,382218.1486,-5384600.683,681986.6667,,24830513.49,,11102009.27,Aceptado
347397.0684,22098341.67,11228020.54,629277.3843,1448296.511,1496766.464,22662395.98,,,3333609.269,16082368.16,-2973433.449,,102212751.5,23007442.59,19068695.86,Sospechoso
,6007420.207,3419440.329,925126.019,2714118.984,-6932323.773,9887457.615,137910.948,6658583.76,427336.6748,12034565.17,-4655913.698,111976828.9,153683989.9,4309329.304,4280727.342,Sospechoso
3961579.364,11877960.58,20504223.23,5550559.586,,3474663.507,17921119.83,812704.7447,1315502.293,5380495.425,-390486.4726,623069.3575,146032918.8,265626655.7,48475936.32,43826126.11,Aceptado
,7934379.238,15177362.41,3191243.518,1441730.042,8436187.605,49919564.46,225855.9195,1356229.129,2562470.411,-3612630.194,-3769782.45,76939360.11,,17092597.42,20480216.23,Aceptado
569127.9883,22439028.58,437765.4875,7890651.939,1058166.459,-8483013.077,25322623.96,155349.6369,,,,-2321389.795,139170150.8,45644967.82,,20177854.97,Sospechoso
78272.91263,69765.73538,499876.0254,8693.20837,,,,,188.594415,11286260.9,,1206539.979,1906009.658,,,19179234.08,Aceptado
178507.2392,7727796.185,1437404.647,,872947.8612,4581806.168,6396079.366,75013.19979,164925.8947,1488579.843,,872617.7172,,4699144.74,11704262.52,13957293.55,Aceptado
151786.3413,,481.165153,,567177.2163,-3912411.491,64013.28093,64519.43046,,,-7829778.902,1186495.129,,,,3529903.189,Aceptado
5703720.485,17669717.78,368987.4554,46747331.65,,-12816055.95,22851226.4,,,,17610711.84,-1279667.874,114428785,112618125.5,26886154.25,14685126.17,Aceptado
,,253220.1101,3078248.802,1071833.323,3822155.635,8629902.779,208027.4227,1063170.339,971749.8136,-3636278.062,-776577.6141,16266364.62,21091889.99,,7161567.469,Aceptado
1844597.182,26942472.68,37200593.1,,302970.754,2971885.379,43587995.93,814574.0484,4410526.18,4885778.005,16904409.08,-4608001.295,179744905.3,48067167.8,13220674.28,20516772.69,Aceptado
898156.3288,14989237.21,41324905,,782175.0674,7950458.209,,526370.9464,2446749.819,8598420.563,3517628.867,,170300663.4,26599526.05,34902925.95,30224179.92,Aceptado
128673.834,470386.2519,1550558.238,,10310.66479,6323437.686,,472947.3558,853260.0273,6805287.388,-9260182.157,-1542029.454,,,1155318.505,1733409.913,Aceptado
225845.4699,6060946.278,216927.1098,,699985.9972,-6188334.848,,53931.87502,169711.7326,145024.46,7525376.529,-1001185.72,,13373613.11,4733614.308,6619594.584,Aceptado
357581.9614,3980966.599,23582818.09,,,6999103.058,14205466.73,95267.98062,,13235803.66,-7835926.15,384339.5399,70430021.59,38809247.93,32284140.73,18309072.03,Aceptado
16351.7025,19151.32914,2270109.71,,,,1250170.225,57288.89735,56216.40627,336505.057,-8715691.975,,5474218.312,,,1380943.074,Aceptado
69097.75837,140037.938,968099.7522,40466.96121,190987.5066,6358383.472,695709.3582,,141195.4841,1607132.481,-7300775.368,-30584.49593,6486767.071,3363397.197,2256844.187,3292372.745,Aceptado
54500569.04,,122642.8179,11711517.73,6557234.198,-15678569.88,5802699.932,358301.279,3442992.399,1508943.54,20231540.56,1029280.46,277056434.6,78092012.39,10996328.13,19482234.95,Aceptado
226867.0381,,,708472.2951,229590.0249,-5595728.002,1497427.069,174703.3019,113312.231,655612.0106,,-4004972.405,3680047.713,23519385.31,493474.9482,4794172.348,Aceptado
60255.95996,831.103393,6920.481729,8669.749071,31113.70429,1339985.191,,70512.19953,31944.34427,1052186.412,-12506444.56,574093.0446,196979.9929,,60551.79665,,Aceptado
281148.7457,23808751.06,11025137.79,1839137.643,905552.2657,5390169.622,39127525.5,160806.57,551061.3637,857188.8502,5324567.68,-1966136.174,102573248.7,81063579.29,37608436.73,32462081.79,Aceptado
693871.0184,28553740.89,16146039.51,2085633.859,291817.9558,3140214.757,50560249.72,618364.6677,2602636.224,2002361.26,8324426.482,-5062348.087,83202940.39,,32672609.01,23780713.46,Aceptado
292263.1386,322190.2255,73768.09471,48995.61076,199606.8161,,63854.36394,197965.7639,187134.2091,2869054.566,-4192389.306,571584.5013,4262124.12,2878717.636,1079829.526,2226238.992,Aceptado
168886.8628,4288096.506,2257181.106,,96767.96241,,10344851.66,82807.43166,,3008822.598,,,17144115.5,21690708.47,12563843.24,,Aceptado
413026.327,9552341.063,17173965.22,343075.0726,195401.3122,6635459.188,34258816.46,406108.6867,4731904.648,,2882951.051,-5586088.143,48200863.02,36436808.34,6758958.085,8662610.993,Aceptado
,11431698.93,8744947.942,502694.183,,947000.3166,9874034.963,,1260067.859,12239241.02,,869426.0624,104936082.6,17143417.79,12730288.4,,Aceptado
2152816.322,32582275.28,24839934.05,,1756047.883,-2182185.014,30285711.25,205359.5155,1556325.093,7498034.124,10029574.89,-8283.247881,245778541.4,,,41705332.18,Aceptado
3829185.685,65493141.89,15409187.78,5830848.174,501685.5622,-7528890.012,108753399.6,566284.1326,16646163.8,2130284.678,21415257.32,-7908564.953,,339772369.3,19718379.33,16077669.09,Aceptado
2189658.386,19398324.85,4452931.141,3613442.971,3007705.014,-4331349.885,19923969.51,222940.2727,613099.8845,1120079.216,8158761.921,271389.91,178125975.1,,31699938.11,33614023.18,Aceptado
563621.6846,11498363.97,,,1137858.599,1204282.575,14967993.07,,,2630289.147,5359967.853,,112037869.6,31673862.79,27840300.39,24604027.59,Aceptado
215417.9564,2671030.858,13666792.09,236327.4708,1281073.379,,,193281.5531,1791825.533,11371230.63,-15862162.9,-885570.3081,23901028.12,,16315582.53,12481365.76,Aceptado
846780.3067,20322202.79,40572823.36,2320355.341,847962.9873,8028213.851,,277670.7382,998540.4319,4730658.153,,-1063863.137,97985815.97,145141279.5,61943609.69,55763604.46,Aceptado
2150535.705,7362350.032,,64156.96291,513250.177,6056736.667,,,4066863.127,27654431.09,-2452290.145,-1994869.399,67224307.28,93609533.9,16632930.51,22747247,Aceptado
301004.424,23624444.12,5322655.62,86475.55178,380540.1109,-783852.3725,,,,7002661.536,,-200209.8224,61826015.26,51877706.75,39784479.54,30541426.34,Aceptado
2376119.05,12636811.33,36636645.27,770494.1232,367567.3766,4204968.407,35287248.36,725646.1468,,5224451.57,6275462.294,-6992262.574,72865750.48,119208778,8282187.069,7526585.57,Aceptado
58267.09813,26005.85887,247867.8457,,76126.86653,5765028.621,446686.5628,22690.56062,80790.1946,219184.2473,-18535596.32,-531453.761,1137416.591,4275342.819,4249529.35,1759596.723,Aceptado
2785234.729,3167996.467,3050615.722,,658734.9978,-643983.8029,4419666.748,205764.7892,,5454198.381,-3405996.02,821999.1725,40964362.69,,6758677.397,14540292.76,Aceptado
202514.0565,15650712.79,7115872.51,1315248.166,,4928473.663,18912976.96,390325.2196,337436.1113,867396.2606,,-1714441.875,67430864.01,,23880957.26,25847942.13,Aceptado
,78413962.15,8499108.017,11540253.95,,-7570151.742,81238091.78,655170.8527,10759362.64,2464165.336,21895809.06,-4785919.381,217100026.7,473859770.2,,29704310.39,Aceptado
,795356.4632,1131211.883,192304.549,1324241.08,4414163.645,643534.5781,88902.67133,90296.009,1520832.197,,45953.31963,14210891.89,21934317.57,3488708.575,8062432.791,Aceptado
421525.0308,22485690.97,31632503.87,72094.73196,324943.8247,7098927.988,44553132.47,99779.49174,532998.2061,13663197.42,,-22594.92629,72188743.93,86785553.9,69277678.83,49891823.42,Aceptado
931622.6058,,2285054.638,643003.0827,109983.2214,-5325676.647,,,4255999.633,1736903.703,,,48186565.64,13411460.8,17220264.96,7587457.707,Aceptado
,,141592.9116,203843.0745,135491.3709,-93158.34599,964471.4876,88266.23337,608977.6717,1181000.51,-4026651.708,659875.2293,7783890.808,1390163.911,2685213.933,2339326.92,Aceptado
245609.735,858.024485,,,512192.2947,-13457557.68,36.440556,26578.32727,183943.5515,45301.8021,-11795899.37,316905.3158,112581.5783,1484059.774,2408.106983,7865.692814,Aceptado
,1575622.35,1320870.857,,2062144.706,-5002770.371,3383528.347,28452.22086,697134.8664,213128.1675,34761.06054,-828151.8809,64889977.53,60157707.86,7544114.447,7586532.146,Aceptado
4051737.939,12700770.37,352488.5791,19195992.08,,-9649255.92,,270792.642,683893.3403,237775.0245,5600784.725,-952681.7648,85299067.45,79294607.27,8834166.762,15946702.75,Aceptado
28643.77319,1966162.501,535794.0372,326968.3891,216441.0404,7149277.505,3022727.699,49656.02385,13865.4211,105902.7517,-5426113.612,,,6586203.239,5173078.08,8581802.94,Aceptado
1237529.082,10438964.93,7521306.679,3261519.08,2736537.658,-164329.9522,25759789.31,,9136894.072,,10331630.88,-4993584.16,118036208.3,186673190.2,7764055.742,7731725.536,Sospechoso
44752.16052,10670069.77,18639929.09,,314173.497,8708006.004,27806927.55,331333.4606,,1317076.025,1222207.396,-4091432.789,46148661.48,24458224.16,,16000814.95,Aceptado
207703.549,848869.1528,1257522.78,102797.6942,277090.2155,2623994.492,2446679.619,140585.7957,,2837328.121,-3308489.499,-1794131.867,10199097.85,10950102.89,2500672.759,3008550.361,Aceptado
106952.2484,1005504.383,44966.61441,1920306.688,212896.3605,-735866.85,,,2404146.768,1701.222843,1900490.921,,8181360.326,,827690.2239,318933.4481,Aceptado
248911.1761,11404930.83,,754681.6247,1759494.156,,27467980.9,88787.70819,1132817.725,3253885.24,,-1042552.102,81315492.34,77453048.38,24243182.16,22366609.53,Aceptado
13304700.46,14161017.57,,1601675.988,,,18735502.46,223010.9745,904653.4358,6748969.942,249866.6307,660184.7941,138670130.6,367189811.1,41542481.53,45894154.27,Aceptado
,41591572.2,34870408.71,2584380.403,1761955.42,5405386.409,,,2999913.098,,13800056.23,-2823607.487,269668793.6,207320084.9,44167470.14,43071644.72,Aceptado
432047.5651,6720808.622,,1181254.994,1408042.945,4414778.123,15804677.06,243485.0202,1226489.394,4743546.095,,728957.6481,,11126551.81,15290703.86,17244664.44,Aceptado
8173.735214,,80905.94937,,,7730904.363,42934.9091,35400.74848,37528.6245,1400.187043,-7142945.2,-4567990.4,,920060.0515,22373.52024,71900.4673,Aceptado
1278693.062,,44255673.42,1468508.665,341354.655,,110181127,1149577.236,9710431.888,5545699.752,21240656.61,-6191445.975,259673984.2,108884837.1,33053935.63,,Aceptado
318191.0475,,28764183.34,,672563.7062,8440770.047,19615312.61,861621.0713,3190163.435,,-2021573.325,,39550165.77,,8644039.639,12232066.31,Aceptado
,,6142643.15,67386791.39,9155811.581,-2727103.526,47214581.36,163098.8014,2374282.621,573611.7223,7450541.399,-1109312.673,294609383.2,,35485352.68,39472226.2,Aceptado
60395.00839,2244665.93,13726246.92,97198.9859,122593.8929,8303994.609,7925240.094,195978.689,,,-3401583.563,,17718237.96,17082529.35,12743420.56,10990169.32,Aceptado
205247.3741,,9623413.467,343673.0199,168297.854,5698891.577,21426393.72,161848.4091,,,-1218281.753,-6201768.112,23074250.66,88055828.67,9536776.398,12438843.5,Aceptado
455061.1386,8432398.844,6084939.439,351984.3888,187242.0797,1243792.538,,161338.9022,,,6099756.013,-3624326.893,,,13116011.67,15498163.43,Aceptado
764205.7416,5526611.988,8659111.923,343587.077,616947.3861,1665964.831,,709438.1563,4232979.865,5248647.6,,-5301402.67,34975902.53,69933415.41,2388306.905,6213992.609,Aceptado
,8908873.719,23201.4941,15020723.73,1187826.602,-11256097.3,11465175.89,,3980076.866,152122.4628,9898131.798,,30972587.22,47903541.26,3817755.817,3996521.767,Sospechoso
,47257741.92,,2058106.433,3378316.009,-197162.9405,60073833.07,770973.3051,6178104.749,12738256.45,16390722.87,,390015675,61689347.86,42052816.34,38737209.63,Aceptado
,1719847.755,26617319.85,97598.38501,331434.2333,7896572.248,7259212.029,516824.9723,1693564.154,7731760.657,-4545240.975,-2166881.404,22302290.86,,10413855.04,12242225.66,Aceptado
41094.98734,1309713.746,,102921.7331,85860.68032,7919695.722,2649042.485,516015.5825,219772.1675,2947542.743,-2162303.703,-1400548.246,8466704.153,4046536.41,4159147.034,5441187.669,Aceptado
1508978.957,16972593.45,16021471.74,,1218367.085,5279069.393,55305291.1,321853.7502,4134002.848,949021.7408,1255233.394,-5668226.532,89863096.96,210028212.5,19546045.06,18603956.27,Aceptado
1488428.161,71223304.4,131151187.7,,453011.2002,8442305.733,144575219.1,,10232817.4,,19365730.35,-6121180.851,,,40406325.74,45719416.21,Aceptado
,7807968.732,,,314177.7137,-3662925.514,3222181.202,243903.6966,248299.1808,,10615196.08,-1394024.146,35360045.15,14517312.99,6890200.32,9662701.512,Aceptado
14360660.99,28748976.22,53985231.26,,9440102.084,-6685790.44,38945923.04,646428.4559,33062573.8,2456340.124,26803598.75,-3565945.362,721271981.4,946614580,26424836.98,14006829.35,Aceptado
666272.0915,,7381048.883,,1627375.982,5166200.303,17190630.04,447943.9313,1302916.145,15171624.38,,875705.3585,85113384.85,25015158.83,27405611.53,,Aceptado
850671.1328,24017771.53,9245750.701,1087693.013,747608.2346,-2388692.796,27495467.5,398976.9894,3750264.446,1235040.816,13750179.48,-5813531.648,,133396319.9,11358849.49,12897258.99,Sospechoso
164659.1773,793796.7016,447045.2059,,607296.0196,2745457.32,624936.5592,,434616.8937,,5499965.077,-1411068.299,16619836.47,4756386.339,,,Aceptado
1049127.951,,31901.27778,549721.6372,806251.5382,-11857022.41,1822442.033,346859.3244,290161.8382,1591006.588,4135049.606,517608.2445,36403602.51,16746906.09,11097448.52,9241829.853,Aceptado
1203580.887,,31444310.49,507806.4754,2178782.018,5506844.079,31512090.03,458594.0239,,8303522.288,,344001.3368,208162435.2,50929052.49,41251864.25,27267515.95,Aceptado
331388.1759,26091488.75,70864428.29,3289334.534,863169.8186,8656658.821,83933571.87,1048483.971,7907122.642,,9446886.775,-7578542.909,,249951493.9,,19988103.49,Aceptado
69236.92484,,,59520.45233,419143.064,5085130.449,7259372.948,71326.11963,80121.38481,443455.5677,3770434.407,-701097.0219,65815526.89,14653119.54,16649102.29,14093257.86,Aceptado
75098.40357,6882430.753,25446227.35,57358.84074,113067.2683,8653601.161,22088533.58,206664.1489,1956030.735,8627634.024,,-1234020.261,41132204.97,6743479.97,16855475.67,,Aceptado
,1591402.247,2883598.895,272853.7301,,4892529.794,7711653.803,97002.21103,195648.1502,5088773.826,-12104293.74,-206876.8494,24153622.07,,9096585.607,15925991.9,Aceptado
161825.781,2050327.575,,2043833.178,376848.7268,3504095.757,3626296.535,34516.87322,15260.53446,144716.079,-12116313,-21288.52564,5521808.146,10543344.36,7063887.998,12389239.71,Aceptado
1199677.306,10742701.28,14317221.83,42291.6483,554934.3388,55252.88541,12423824.96,269790.7386,559097.9911,11719224.31,,-246537.9975,80664484.79,56967754.17,19625411.69,,Aceptado
,3652734.625,,671739.5407,1377554.326,5374074.042,8354916.993,104926.3548,196833.8862,,-6421320.617,169993.3891,,37264128,16272366.47,21883097.27,Aceptado
370650.7644,8060831.401,5711849.851,445263.5189,459096.401,4056438.64,,240603.7452,,4735265.44,-2885481.133,-1518171.531,38459169.96,50686176.03,24397589.24,19569018.01,Aceptado
